Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans
                                                                  Title                                         Author       Pub-Date   Price
Hardcover Nonfiction                                                                                                                         
52              Blood Money: Why the Powerful Turn a Blind Eye...                             by Peter Schweizer   (02/27/2024)  $22.49Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans
                                                             Title                               Author       Pub-Date   Price
Trade Paperback                                                                                                               
0                                        The Housemaid Is Watching                   by Freida McFadden   (06/11/2024)  $16.19
1                                                    The Housemaid                   by Freida McFadden   (08/23/2022)  $12.99
2                A Court of Thorns and Roses (A Court of Thorns...                     by Sarah J. Maas   (06/02/2020)  $15.99
3                                               A Novel Love Story                     by Ashley Poston   (06/25/2024)  $19.00
4                                           The Housemaid's Secret                   by Freida McFadden   (07/11/2023)  $12.99
5                                                      Not in Love                     by Ali Hazelwood   (06/11/2024)  $17.10
6                                              Just for the Summer                      by Abby Jimenez   (04/02/2024)  $17.99
7                A Court of Mist and Fury (A Court of Thorns an...                     by Sarah J. Maas   (06/02/2020)  $16.99
8                                                  It Ends with Us                    by Colleen Hoover   (08/02/2016)  $12.99
9                                                      Happy Place                       by Emily Henry   (03/05/2024)  $17.10
10                                   This Summer Will Be Different                    by Carley Fortune   (05/07/2024)  $17.10
11                                Twisted Love (Twisted Series #1)                         by Ana Huang   (09/27/2022)  $17.99
12               A Court of Wings and Ruin (A Court of Thorns a...                     by Sarah J. Maas   (06/02/2020)  $16.99
13                                                      The Inmate                   by Freida McFadden   (03/05/2024)  $16.19
14                                      It Starts with Us: A Novel                    by Colleen Hoover   (10/18/2022)  $17.99
15                                              The Women: A Novel                    by Kristin Hannah   (02/06/2024)  $23.09
16                           Dune: Book One in the Dune Chronicles                     by Frank Herbert   (05/29/2007)  $36.89
17                                                  First Lie Wins                     by Ashley Elston   (01/02/2024)  $20.25
18                                                      Iron Flame                    by Rebecca Yarros   (11/07/2023)  $31.49
19                                                     Fourth Wing                    by Rebecca Yarros   (05/02/2023)  $26.99
20                                                     The Teacher                   by Freida McFadden   (02/06/2024)  $31.49
21               A Court of Silver Flames (A Court of Thorns an...                     by Sarah J. Maas   (02/16/2021)  $32.54
22               The Heaven & Earth Grocery Store (2023 B&N Boo...                     by James McBride   (08/08/2023)  $22.50
23                                          The Three-Body Problem                         by Cixin Liu   (11/11/2014)  $24.02
24                                     Listen for the Lie: A Novel                       by Amy Tintera   (03/05/2024)  $24.29
25                                             The Hunter: A Novel                       by Tana French   (03/05/2024)  $22.50
26                                     Remarkably Bright Creatures                   by Shelby Van Pelt   (05/03/2022)  $25.19
27                                            None of This Is True                       by Lisa Jewell   (08/08/2023)  $22.09
28                                            I'm Glad My Mom Died                  by Jennette McCurdy   (08/09/2022)  $17.99
29                       Outlive: The Science and Art of Longevity      by Peter Attia MD, Bill Gifford   (03/28/2023)  $22.50
30                     Bad Therapy: Why the Kids Aren't Growing Up                    by Abigail Shrier   (02/27/2024)  $20.00
31                                    Burn Book: A Tech Love Story                      by Kara Swisher   (02/27/2024)  $23.99
32                          The House of Hidden Meanings: A Memoir                            by RuPaul   (03/05/2024)  $21.99
33               The Body Keeps the Score: Brain, Mind, and Bod...          by Bessel van der Kolk M.D.   (02/16/2021)  $23.00
34                                                     Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
35               The Anxious Generation: How the Great Rewiring...                    by Jonathan Haidt   (03/26/2024)  $20.25
36                           Sapiens: A Brief History of Humankind                 by Yuval Noah Harari   (08/15/2017)  $31.99
37                                                       Elon Musk                   by Walter Isaacson   (09/12/2023)  $31.49
38                                                 The Woman in Me                    by Britney Spears   (10/24/2023)  $22.49
39               Extreme Ownership: How U.S. Navy SEALs Lead an...         by Jocko Willink, Leif Babin   (10/20/2015)  $18.39
40                                                     Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
41                                                           Spare  by Prince Harry, The Duke of Sussex   (01/10/2023)  $29.88
42               Blood Money: Why the Powerful Turn a Blind Eye...                   by Peter Schweizer   (02/27/2024)  $22.49Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans
                                                               Title                               Author       Pub-Date   Price
Audiobook Fiction                                                                                                               
0                                                 The Women: A Novel                    by Kristin Hannah   (02/06/2024)  $23.09
1                              Dune: Book One in the Dune Chronicles                     by Frank Herbert   (05/29/2007)  $36.89
2                                                     First Lie Wins                     by Ashley Elston   (01/02/2024)  $20.25
3                                                         Iron Flame                    by Rebecca Yarros   (11/07/2023)  $31.49
4                                                        Fourth Wing                    by Rebecca Yarros   (05/02/2023)  $26.99
5                                                        The Teacher                   by Freida McFadden   (02/06/2024)  $31.49
6                  A Court of Silver Flames (A Court of Thorns an...                     by Sarah J. Maas   (02/16/2021)  $32.54
7                  The Heaven & Earth Grocery Store (2023 B&N Boo...                     by James McBride   (08/08/2023)  $22.50
8                                             The Three-Body Problem                         by Cixin Liu   (11/11/2014)  $24.02
9                                        Listen for the Lie: A Novel                       by Amy Tintera   (03/05/2024)  $24.29
10                                               The Hunter: A Novel                       by Tana French   (03/05/2024)  $22.50
11                                       Remarkably Bright Creatures                   by Shelby Van Pelt   (05/03/2022)  $25.19
12                                              None of This Is True                       by Lisa Jewell   (08/08/2023)  $22.09
13                                              I'm Glad My Mom Died                  by Jennette McCurdy   (08/09/2022)  $17.99
14                         Outlive: The Science and Art of Longevity      by Peter Attia MD, Bill Gifford   (03/28/2023)  $22.50
15                       Bad Therapy: Why the Kids Aren't Growing Up                    by Abigail Shrier   (02/27/2024)  $20.00
16                                      Burn Book: A Tech Love Story                      by Kara Swisher   (02/27/2024)  $23.99
17                            The House of Hidden Meanings: A Memoir                            by RuPaul   (03/05/2024)  $21.99
18                 The Body Keeps the Score: Brain, Mind, and Bod...          by Bessel van der Kolk M.D.   (02/16/2021)  $23.00
19                                                       Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
20                 The Anxious Generation: How the Great Rewiring...                    by Jonathan Haidt   (03/26/2024)  $20.25
21                             Sapiens: A Brief History of Humankind                 by Yuval Noah Harari   (08/15/2017)  $31.99
22                                                         Elon Musk                   by Walter Isaacson   (09/12/2023)  $31.49
23                                                   The Woman in Me                    by Britney Spears   (10/24/2023)  $22.49
24                 Extreme Ownership: How U.S. Navy SEALs Lead an...         by Jocko Willink, Leif Babin   (10/20/2015)  $18.39
25                                                       Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
26                                                             Spare  by Prince Harry, The Duke of Sussex   (01/10/2023)  $29.88
27                 Blood Money: Why the Powerful Turn a Blind Eye...                   by Peter Schweizer   (02/27/2024)  $22.49Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans
                                                                  Title                               Author       Pub-Date   Price
Audiobook Nonfiction                                                                                                               
0                                                  I'm Glad My Mom Died                  by Jennette McCurdy   (08/09/2022)  $17.99
1                             Outlive: The Science and Art of Longevity      by Peter Attia MD, Bill Gifford   (03/28/2023)  $22.50
2                           Bad Therapy: Why the Kids Aren't Growing Up                    by Abigail Shrier   (02/27/2024)  $20.00
3                                          Burn Book: A Tech Love Story                      by Kara Swisher   (02/27/2024)  $23.99
4                                The House of Hidden Meanings: A Memoir                            by RuPaul   (03/05/2024)  $21.99
5                     The Body Keeps the Score: Brain, Mind, and Bod...          by Bessel van der Kolk M.D.   (02/16/2021)  $23.00
6                                                           Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
7                     The Anxious Generation: How the Great Rewiring...                    by Jonathan Haidt   (03/26/2024)  $20.25
8                                 Sapiens: A Brief History of Humankind                 by Yuval Noah Harari   (08/15/2017)  $31.99
9                                                             Elon Musk                   by Walter Isaacson   (09/12/2023)  $31.49
10                                                      The Woman in Me                    by Britney Spears   (10/24/2023)  $22.49
11                    Extreme Ownership: How U.S. Navy SEALs Lead an...         by Jocko Willink, Leif Babin   (10/20/2015)  $18.39
12                                                          Greenlights               by Matthew McConaughey   (10/20/2020)  $19.00
13                                                                Spare  by Prince Harry, The Duke of Sussex   (01/10/2023)  $29.88
14                    Blood Money: Why the Powerful Turn a Blind Eye...                   by Peter Schweizer   (02/27/2024)  $22.49
